Статус оповещения;Перегон;Продолжительность;Признак вины сторонней организации;Признак вины сервисной организации;Предприятие сторон. организаций;Предприятие сервис. организаций;Серия отказавшего локомотива;Бортовой номер отказавшего локомотива;Категория отказа;ОТС 1 уровня;ОТС 3 уровня;ID отказа;Начало отказа;Группа причин;ОТС 2 уровня;Вид следования отказавшего локомотива;теп / эле;месяц;дат;ден
расследован;БОЛОГОЕ-МОСК;14;нет;есть;;;2ТЭ116У;140;3 категория;Экипажная часть и механическое оборудование локомотива  МВПС;Маятниковая подвеска автосцепки локомотива  МВПС;11669573;15.02.2021 09:03;Неисправность маятниковой подвески автосцепки локомотива  МВПС;Центрирующий прибор автосцепки локомотива  МВПС;грузовое;тепловозы;2;15.02.2021;15
расследован;КИРИШИ;82;есть;нет;без клейма;;2ЭС4К;142;1 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Катушка электромагнитного выключающего вентиля;11669688;15.02.2021 16:18;Неисправность катушки электромагнитного выключающего вентиля;Электромагнитный вентиль выключающий;грузовое;электровозы;2;15.02.2021;15
расследован;КОВДОР;121;нет;есть;;;2ТЭ116;1444;3 категория;Тяговые электрические машины локомотива  МВПС;Моторно-якорный подшипник тягового двигателя постоянного тока;11669719;15.02.2021 17:59;Неисправность моторно-якорного подшипника тягового двигателя постоянного тока;Тяговый двигатель постоянного тока;грузовое;тепловозы;2;15.02.2021;15
расследован;ЭССОЙЛА;395;нет;есть;;;3М62У;36;3 категория;Тяговые электрические машины локомотива  МВПС;Моторно-якорный подшипник тягового двигателя постоянного тока;11669885;16.02.2021 01:25;Неисправность моторно-якорного подшипника тягового двигателя постоянного тока;Тяговый двигатель постоянного тока;передаточно-вывозное;тепловозы;2;16.02.2021;16
расследован;ПУПЫШЕВО-БП 116 КМ;51;нет;есть;;;2ЭС4К;12;1 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Пневматический привод электропневматического контактора силовой цепи;11669975;16.02.2021 04:00;Неисправность элементов пневмопривода электропневматического контактора силовой цепи;Контактор электропневматический силовой цепи;грузовое;электровозы;2;16.02.2021;16
расследован;СПБ-СОРТ-МОСК;250;есть;нет;без клейма;;ТЭМ18ДМ;1252;3 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Аккумуляторная батарея;11670482;16.02.2021 01:15;Неисправность аккумуляторной батареи;Аккумулятор;маневровое;тепловозы;2;16.02.2021;16
расследован;КЯППЕСЕЛЬГА-ПЕРГУБА;78;нет;есть;;;М62;1616;1 категория;Дизель и дизельное оборудование локомотива  МВПС;Регулятор числа оборотов объединенного регулятора;11670586;16.02.2021 06:14;Неисправность регулятора числа оборотов объединенного регулятора;Объединенный регулятор;передаточно-вывозное;тепловозы;2;16.02.2021;16
расследован;МГА;720;нет;есть;;;ЧМЭ3Э;6776;3 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Аккумуляторная батарея;11670587;16.02.2021 08:00;Неисправность аккумуляторной батареи;Аккумулятор;маневровое;тепловозы;2;16.02.2021;16
расследован;СПБ-СОРТ-МОСК;14;нет;есть;;;ВЛ10У;890;1 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Провода  кабели низковольтных цепей и цепей управления;11670813;16.02.2021 09:29;Неисправность провода  кабеля низковольтных цепей и цепей управления;Провода  кабели низковольтных цепей и цепей управления;грузовое;электровозы;2;16.02.2021;16
расследован;СВИРЬ;158;есть;нет;без клейма;;2ЭС5К;394;3 категория;Тормозное и пневматическое оборудование локомотива  МВПС;Резиновая манжета тормозного цилиндра;11671351;16.02.2021 13:41;Неисправность манжеты тормозного цилиндра;Тормозной цилиндр;грузовое;электровозы;2;16.02.2021;16
расследован;ХВОЙНАЯ;14;нет;есть;;;2ТЭ116;1552;3 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Изоляционный рычаг электромагнитного контактора силовой цепи;11671438;16.02.2021 14:36;Неисправность изоляционного рычага электромагнитного контактора силовой цепи;Контактор электромагнитный силовой цепи;грузовое;тепловозы;2;16.02.2021;16
расследован;СПБ-СОРТ-МОСК;163;нет;есть;;;ЧМЭ3Т;7301;3 категория;Дизель и дизельное оборудование локомотива  МВПС;Уплотнительное кольцо топливного насоса высокого давления;11671560;16.02.2021 21:15;Неисправность уплотнительного кольца топливного насоса высокого давления;Топливный насос высокого давления;маневровое;тепловозы;2;16.02.2021;16
расследован;ЛУЖСКАЯ;50;нет;есть;;;2ЭС4К;8;2 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Контактный мостик кнопки;11671671;17.02.2021 02:59;Неисправность контактного мостика кнопки;Кнопка;грузовое;электровозы;2;17.02.2021;17
расследован;САЛА;60;нет;есть;;;2ТЭ116;443;1 категория;Дизель и дизельное оборудование локомотива  МВПС;Верхний корпус вертикальной передачи дизеля;11671698;17.02.2021 03:43;Неисправность верхнего корпуса вертикальной передачи дизеля;Вертикальная передача дизеля;грузовое;тепловозы;2;17.02.2021;17
расследован;СПБ-СОРТ-МОСК;14;нет;есть;;;ВЛ10;1038;3 категория;Вспомогательные электрические машины локомотива  МВПС;Щеточный аппарат электродвигателя постоянного тока;11671804;17.02.2021 04:46;Неисправность щеточного аппарата электродвигателя постоянного тока;Электродвигатель постоянного тока;грузовое;электровозы;2;17.02.2021;17
расследован;ВЫДУМКА-МАЕВО;25;нет;есть;;;2ТЭ116;507;2 категория;Дизель и дизельное оборудование локомотива  МВПС;Радиатор секции холодильника;11671928;17.02.2021 04:51;Неисправность радиатора секции холодильника;Секции холодильника;грузовое;тепловозы;2;17.02.2021;17
расследован;СПБ-СОРТ-МОСК;14;нет;есть;;;ВЛ10У;699;3 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Силовые контакты быстродействующего контактора;11671929;17.02.2021 07:00;Неисправность силовых контактов быстродействующего контактора;Контактор быстродействующий;грузовое;электровозы;2;17.02.2021;17
расследован;КУЗЕМА;60;нет;есть;;;М62;1566;3 категория;Дизель и дизельное оборудование локомотива  МВПС;Шлицевой вал гидропривода вентилятора холодильника;11672247;17.02.2021 08:50;Неисправность шлицевого вала гидропривода вентилятора холодильника;Валопровод гидропривода вентилятора холодильника;хозяйственное;тепловозы;2;17.02.2021;17
расследован;ДНО;4;нет;есть;;;2ТЭ116У;209;3 категория;Системы автоматического управления режимами тяги и торможения  электронное оборудование локомотива;Микропроцессорная система управления тепловоза (МСУ-ТП);11672248;17.02.2021 10:14;Неисправность блока МСУ-ТП;Микропроцессорная система управления тепловоза (МСУ-ТП);грузовое;тепловозы;2;17.02.2021;17
расследован;НОВЫЕ ПЕСКИ;206;нет;есть;;;2ТЭ116;1554;1 категория;Дизель и дизельное оборудование локомотива  МВПС;Водяные переходники выпускного коллектора;11672392;17.02.2021 08:00;Неисправность переходников выпускного коллектора;Выпускной коллектор;грузовое;тепловозы;2;17.02.2021;17
расследован;СВИРЬ;72;есть;нет;без клейма;;3ЭС4К;59;3 категория;Системы автоматического управления режимами тяги и торможения  электронное оборудование локомотива;Электронный блок микропроцессорной системы управления и диагностики (МСУД);11672475;17.02.2021 12:47;Неисправность МСУД;Микропроцессорная система управления и диагностики (МСУД);грузовое;электровозы;2;17.02.2021;17
расследован;БАБАЕВО;45;нет;есть;;;2ЭС4К;29;2 категория;Тормозное и пневматическое оборудование локомотива  МВПС;Манжета вспомогательного тормоза;11672540;17.02.2021 12:55;Неисправность манжеты вспомогательного тормоза;Кран вспомогательного тормоза;грузовое;электровозы;2;17.02.2021;17
расследован;ПОДБОРОВЬЕ;25;нет;нет;;;ВЛ10;479;2 категория;Экипажная часть и механическое оборудование локомотива  МВПС;Роликовый подшипник буксового узла локомотива  МВПС;11672613;17.02.2021 14:49;Неисправность роликового подшипника буксового узла локомотива  МВПС;Буксовый узел локомотива  МВПС;грузовое;электровозы;2;17.02.2021;17
расследован;ГАТЧИНА-Т-БАЛТ;82;есть;нет;без клейма;;2ТЭ116;567;1 категория;Дизель и дизельное оборудование локомотива  МВПС;Муфта привода топливоподкачивающего насоса;11672652;17.02.2021 14:03;Неисправность муфты привода топливоподкачивающего насоса;Привод топливоподкачивающего насоса;грузовое;тепловозы;2;17.02.2021;17
расследован;ПОДПОРОЖЬЕ-БП 284 КМ;245;есть;нет;без клейма;;3ЭС4К;57;1 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Силовые контакты электромагнитного контактора силовой цепи;11672717;16.02.2021 05:13;Неисправность силовых контактов электромагнитного контактора силовой цепи;Контактор электромагнитный силовой цепи;грузовое;электровозы;2;16.02.2021;16
расследован;СОНКОВО;454;есть;нет;без клейма;;2ТЭ25КМ;148;1 категория;Дизель и дизельное оборудование локомотива  МВПС;Вал ротора турбокомпрессора;11672787;17.02.2021 15:10;Неисправность вала ротора турбокомпрессора;Турбокомпрессор;грузовое;тепловозы;2;17.02.2021;17
расследован;БАБАЕВО;14;нет;есть;;;3ЭС4К;41;3 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Аккумуляторная батарея;11672868;17.02.2021 18:30;Неисправность аккумуляторной батареи;Аккумулятор;грузовое;электровозы;2;17.02.2021;17
расследован;ИДЕЛЬ;358;нет;есть;;;2ТЭ116У;271;1 категория;Дизель и дизельное оборудование локомотива  МВПС;Корпус воздухоочистителя;11673007;17.02.2021 23:02;Неисправность корпуса воздухоочистителя;Воздухоочиститель;грузовое;тепловозы;2;17.02.2021;17
расследован;БОЛОГОЕ-МОСК;38;нет;есть;;;2ТЭ116У;236;2 категория;Дизель и дизельное оборудование локомотива  МВПС;Коллекторная секция холодильника;11673072;17.02.2021 22:47;Неисправность коллекторной секции холодильника;Секции холодильника;грузовое;тепловозы;2;17.02.2021;17
расследован;СПБ-СОРТ-МОСК;14;нет;есть;;;2ЭС4К;113;2 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Аккумуляторная батарея;11673118;18.02.2021 03:44;Неисправность аккумуляторной батареи;Аккумулятор;грузовое;электровозы;2;18.02.2021;18
расследован;БАБАЕВО;11;нет;есть;;;2ЭС4К;3;3 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Аккумуляторная батарея;11673127;17.02.2021 22:45;Неисправность аккумуляторной батареи;Аккумулятор;грузовое;электровозы;2;17.02.2021;17
расследован;ЛОСЕВО I-ДРУЖНОЕ;78;нет;есть;;;3ЭС4К;15;1 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Изолятор токоприемника;11673328;18.02.2021 06:09;Неисправность изолятора токоприемника;Токоприемник;грузовое;электровозы;2;18.02.2021;18
расследован;АНТРОПШИНО-КОБРАЛОВО;11;нет;есть;;;2ТЭ116У;270;1 категория;Системы автоматического управления режимами тяги и торможения  электронное оборудование локомотива;Микропроцессорная система управления тепловоза (МСУ-ТП);11673329;18.02.2021 07:09;Неисправность блока МСУ-ТП;Микропроцессорная система управления тепловоза (МСУ-ТП);грузовое;тепловозы;2;18.02.2021;18
расследован;АПАТИТЫ;61;нет;есть;;;ТЭМ2;6703;3 категория;Дизель и дизельное оборудование локомотива  МВПС;Регулятор числа оборотов объединенного регулятора;11673475;18.02.2021 09:18;Неисправность регулятора числа оборотов объединенного регулятора;Объединенный регулятор;маневровое;тепловозы;2;18.02.2021;18
расследован;ШУШАРЫ;40;нет;есть;;;2ТЭ116У;182;3 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Силовые контакты электропневматического контактора силовой цепи;11673658;18.02.2021 08:00;Неисправность силовых контакторов электропневматического контактора силовой цепи;Контактор электропневматический силовой цепи;грузовое;тепловозы;2;18.02.2021;18
расследован;БАБАЕВО;14;нет;нет;;;3ЭС4К;3;3 категория;Системы автоматического управления режимами тяги и торможения  электронное оборудование локомотива;Электронный блок микропроцессорной системы управления и диагностики (МСУД);11673660;18.02.2021 10:30;Неисправность МСУД;Микропроцессорная система управления и диагностики (МСУД);грузовое;электровозы;2;18.02.2021;18
расследован;БАБАЕВО;14;нет;нет;;;3ЭС4К;49;3 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Корпус быстродействующего выключателя;11673661;18.02.2021 11:00;Неисправность корпуса быстродействующего выключателя;Быстродействующий выключатель;грузовое;электровозы;2;18.02.2021;18
расследован;МАНИХИНО II;383;нет;есть;;;ВЛ10У;947;1 категория;Тяговые электрические машины локомотива  МВПС;Коллектор тягового двигателя постоянного тока;11673769;18.02.2021 04:10;Неисправность коллектора тягового двигателя постоянного тока;Тяговый двигатель постоянного тока;грузовое;электровозы;2;18.02.2021;18
расследован;КОСТРИХА-МАНТУРОВО;58;есть;нет;без клейма;;2ЭС7;7;1 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Ввод тягового трансформатора;11674134;13.02.2021 03:20;Неисправность ввода тягового трансформатора;Тяговый трансформатор;грузовое;электровозы;2;13.02.2021;13
расследован;БАБАЕВО;14;нет;есть;;;ВЛ10У;229;2 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Блок-контакты реле давления воздуха;11674167;18.02.2021 15:20;Неисправность блок-контактов реле давления воздуха;Реле давления воздуха;грузовое;электровозы;2;18.02.2021;18
расследован;БАБАЕВО;54;нет;есть;;;ВЛ10У;968;1 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Плавкая вставка предохранителя  панели предохранителей;11674324;18.02.2021 21:07;Неисправность плавкой вставки предохранителя  панели предохранителей;Плавкий предохранитель  панель предохранителей;грузовое;электровозы;2;18.02.2021;18
расследован;ЭЛИСЕНВААРА;74;нет;есть;;;3М62У;45;1 категория;Дизель и дизельное оборудование локомотива  МВПС;Сильфон топливоподкачивающего насоса;11674519;19.02.2021 04:17;Неисправность сильфона топливоподкачивающего насоса;Топливоподкачивающий насос;грузовое;тепловозы;2;19.02.2021;19
расследован;ГАТЧИНА-Т-БАЛТ;119;есть;нет;без клейма;;3ЭС4К;75;1 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Удерживающая катушка быстродействующего выключателя;11674634;19.02.2021 03:02;Неисправность удерживающей катушки быстродействующего выключателя;Быстродействующий выключатель;грузовое;электровозы;2;19.02.2021;19
расследован;ВОЙТОЛОВКА;263;нет;есть;;;ВЛ10У;911;1 категория;Приборы безопасности и радиосвязь локомотива  МВПС;Датчик избыточного давления ДДИ-1 системы автоматического управления торможением;11674679;19.02.2021 05:19;Неисправность датчика избыточного давления ДДИ-1 системы автоматического управления торможением;Система автоматического управления торможением (САУТ);грузовое;электровозы;2;19.02.2021;19
расследован;БАБАЕВО;13;нет;есть;;;ВЛ10;1336;3 категория;Экипажная часть и механическое оборудование локомотива  МВПС;Тормозные колодки тормозной рычажной передачи локомотива  МВПС;11674996;19.02.2021 10:02;Неисправность тормозной колодки тормозной рычажной передачи локомотива  МВПС;Тормозная рычажная передача локомотива  МВПС;грузовое;электровозы;2;19.02.2021;19
расследован;ПСКОВ-ТОВ;5;нет;есть;;;2ТЭ116У;146;3 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Силовые контакты электропневматического контактора силовой цепи;11675136;19.02.2021 09:55;Неисправность силовых контакторов электропневматического контактора силовой цепи;Контактор электропневматический силовой цепи;грузовое;тепловозы;2;19.02.2021;19
расследован;СПБ-СОРТ-МОСК;34;нет;есть;;;2ТЭ116;426;2 категория;Дизель и дизельное оборудование локомотива  МВПС;Фильтр грубой очистки топливной системы дизеля;11675225;04.02.2021 19:49;Неисправность фильтра грубой очистки топливной системы дизеля;Фильтры топливной системы дизеля;грузовое;тепловозы;2;04.02.2021;4
расследован;МОНЧАЛОВО;170;нет;есть;;;2ТЭ116;1217;1 категория;Дизель и дизельное оборудование локомотива  МВПС;Коллекторная секция холодильника;11675373;19.02.2021 08:48;Неисправность коллекторной секции холодильника;Секции холодильника;грузовое;тепловозы;2;19.02.2021;19
расследован;ДНО;4;нет;есть;;;2ТЭ116У;33;3 категория;Тормозное и пневматическое оборудование локомотива  МВПС;Золотник крана машиниста;11675719;19.02.2021 21:57;Неисправность золотника крана машиниста;Кран машиниста;грузовое;тепловозы;2;19.02.2021;19
расследован;ЛУГА I;24;нет;есть;;;2ЭС4К;17;2 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Аккумуляторная батарея;11675741;19.02.2021 23:26;Неисправность аккумуляторной батареи;Аккумулятор;грузовое;электровозы;2;19.02.2021;19
расследован;ГАРНЕЯ;44;нет;есть;;;2ТЭ116;1395;2 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Провода  кабели низковольтных цепей и цепей управления;11675797;20.02.2021 01:28;Неисправность провода  кабеля низковольтных цепей и цепей управления;Провода  кабели низковольтных цепей и цепей управления;грузовое;тепловозы;2;20.02.2021;20
расследован;ОСТОЛОПОВО;10;нет;есть;;;2ТЭ116У;210;3 категория;Дизель и дизельное оборудование локомотива  МВПС;Радиатор секции холодильника;11675809;20.02.2021 01:29;Неисправность радиатора секции холодильника;Секции холодильника;грузовое;тепловозы;2;20.02.2021;20
расследован;КИКЕРИНО;40;нет;есть;;;2ЭС4К;44;2 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Гнезда штепселя;11675856;20.02.2021 03:10;Неисправность гнезда штепселя;Штепсель;грузовое;электровозы;2;20.02.2021;20
расследован;ТЕШЕМЛЯ;10;нет;есть;;;ВЛ10;1145;1 категория;Тяговые электрические машины локомотива  МВПС;Щеточный аппарат тягового двигателя постоянного тока;11675966;20.02.2021 05:44;Неисправность щеточного аппарата тягового двигателя постоянного тока;Тяговый двигатель постоянного тока;грузовое;электровозы;2;20.02.2021;20
расследован;ШУШАРЫ;180;нет;есть;;;2ТЭ116У;269;3 категория;Вспомогательные электрические машины локомотива  МВПС;Подшипниковый щит стартер-генератора постоянного тока;11675967;19.02.2021 20:00;Неисправность подшипникового щита стартер-генератора постоянного тока;Стартер-генератор постоянного тока;грузовое;тепловозы;2;19.02.2021;19
расследован;БОЛОГОЕ-МОСК;14;нет;есть;;;2ТЭ116У;236;3 категория;Дизель и дизельное оборудование локомотива  МВПС;Вентили системы циркуляции воды;11676017;20.02.2021 05:30;Неисправность вентиля системы циркуляции воды;Система циркуляции воды;грузовое;тепловозы;2;20.02.2021;20
расследован;СОНКОВО;60;нет;есть;;;2ТЭ116;1395;1 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Провода  кабели силовых цепей;11676046;06.02.2021 06:20;Неисправность проводов  кабелей силовых цепей;Провода  кабели силовых цепей;грузовое;тепловозы;2;06.02.2021;6
расследован;КАНДАЛАКША;20;нет;есть;;;2М62;837;3 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Провода  кабели низковольтных цепей и цепей управления;11676050;17.02.2021 00:40;Неисправность провода  кабеля низковольтных цепей и цепей управления;Провода  кабели низковольтных цепей и цепей управления;хозяйственное;тепловозы;2;17.02.2021;17
расследован;СОРТАВАЛА;19;есть;нет;без клейма;;ТЭП70БС;298;2 категория;Приборы безопасности и радиосвязь локомотива  МВПС;Блок электроники локомотивный БЭЛ-У комплексного локомотивного устройства безопасности унифицированного;11676069;20.02.2021 06:54;Неисправность блока электроники локомотивного БЭЛ-У комплексного локомотивного устройства безопасности унифицированного;Комплексное локомотивное устройство безопасности унифицированное (КЛУБ-У);пассажирское;тепловозы;2;20.02.2021;20
расследован;КЕБ;82;нет;есть;;;2ТЭ116У;298;1 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Силовые контакты электромагнитного контактора силовой цепи;11676174;20.02.2021 08:13;Неисправность силовых контактов электромагнитного контактора силовой цепи;Контактор электромагнитный силовой цепи;грузовое;тепловозы;2;20.02.2021;20
расследован;БРУСОВО-ЕРЕМКОВО;141;нет;есть;;;2ТЭ116У;105;1 категория;Тяговые электрические машины локомотива  МВПС;Коллектор тягового двигателя постоянного тока;11676474;20.02.2021 11:22;Неисправность коллектора тягового двигателя постоянного тока;Тяговый двигатель постоянного тока;грузовое;тепловозы;2;20.02.2021;20
расследован;СПБ-СОРТ-МОСК;14;нет;есть;;;2ЭС4К;103;3 категория;Тормозное и пневматическое оборудование локомотива  МВПС;Пружина предохранительного клапана;11676574;20.02.2021 10:14;Неисправность пружины предохранительного клапана;Предохранительный клапан;грузовое;электровозы;2;20.02.2021;20
расследован;СПБ-СОРТ-МОСК;14;нет;есть;;;2ЭС4К;140;3 категория;Экипажная часть и механическое оборудование локомотива  МВПС;Замкодержатель автосцепки локомотива  МВПС;11676575;20.02.2021 11:25;Неисправность замкодержателя автосцепки локомотива  МВПС;Автосцепка локомотива  МВПС;грузовое;электровозы;2;20.02.2021;20
расследован;СПБ-СОРТ-МОСК;14;нет;есть;;;2ЭС4К;46;3 категория;Тормозное и пневматическое оборудование локомотива  МВПС;Масляный насос поездного компрессора;11676578;20.02.2021 12:28;Неисправность масляного насоса поездного компрессора;Компрессор поездной;грузовое;электровозы;2;20.02.2021;20
расследован;ЧАЛНА-ОНЕЖСК-ТОМИЦЫ;36;нет;есть;;;ТЭМ2;6163;3 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Блок-контакты реле давления масла;11676671;20.02.2021 12:56;Неисправность блок-контактов реле давления масла;Реле давления масла;хозяйственное;тепловозы;2;20.02.2021;20
расследован;БАБАЕВО;16;нет;есть;;;3ЭС4К;6;3 категория;Вспомогательные электрические машины локомотива  МВПС;Щеточный аппарат электродвигателя постоянного тока;11676811;20.02.2021 14:47;Неисправность щеточного аппарата электродвигателя постоянного тока;Электродвигатель постоянного тока;грузовое;электровозы;2;20.02.2021;20
расследован;МГА;42;нет;есть;;;ВЛ10;1422;2 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Изолятор токоприемника;11676876;20.02.2021 15:00;Неисправность изолятора токоприемника;Токоприемник;грузовое;электровозы;2;20.02.2021;20
расследован;СПБ-СОРТ-МОСК;14;нет;нет;;;2ЭС4К;11;3 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Вставка токоприемника;11676935;20.02.2021 17:32;Неисправность вставки токоприемника;Токоприемник;грузовое;электровозы;2;20.02.2021;20
расследован;СТЕКОЛЬНЫЙ;254;нет;есть;;;2ЭС4К;58;1 категория;Тяговые электрические машины локомотива  МВПС;Щеточный аппарат тягового генератора переменного тока;11676950;20.02.2021 13:03;Неисправность щеточного аппарата тягового генератора переменного тока;Тяговый генератор переменного тока;грузовое;электровозы;2;20.02.2021;20
расследован;ВОЙСКОВИЦЫ;74;есть;нет;без клейма;;3ЭС4К;75;1 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Главные контакты быстродействующего выключателя;11676998;20.02.2021 18:58;Неисправность главных контактов быстродействующего выключателя;Быстродействующий выключатель;грузовое;электровозы;2;20.02.2021;20
расследован;ВОЙСКОВИЦЫ-ЕЛИЗАВЕТИНО;7;есть;нет;без клейма;;2ЭС4К;147;3 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Главные контакты быстродействующего выключателя;11677039;20.02.2021 22:04;Неисправность главных контактов быстродействующего выключателя;Быстродействующий выключатель;грузовое;электровозы;2;20.02.2021;20
расследован;ГАТЧИНА-Т-БАЛТ;102;нет;есть;;;3ЭС4К;21;1 категория;Экипажная часть и механическое оборудование локомотива  МВПС;Бандаж колесной пары локомотива  МВПС;11677084;20.02.2021 22:54;Неисправность бандажа колесной пары локомотива  МВПС;Колесная пара локомотива  МВПС;грузовое;электровозы;2;20.02.2021;20
расследован;ШУШАРЫ;105;нет;есть;;;ДМ62;1737;1 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Провода  кабели силовых цепей;11677265;21.02.2021 05:37;Неисправность проводов  кабелей силовых цепей;Провода  кабели силовых цепей;хозяйственное;тепловозы;2;21.02.2021;21
расследован;БАБАЕВО;64;нет;нет;;;ВЛ10;770;2 категория;Экипажная часть и механическое оборудование локомотива  МВПС;Рычаг тормозной рычажной передачи локомотива  МВПС;11677280;21.02.2021 06:08;Неисправность рычага тормозной рычажной передачи локомотива  МВПС;Тормозная рычажная передача локомотива  МВПС;грузовое;электровозы;2;21.02.2021;21
расследован;ВОЙСКОВИЦЫ-ЕЛИЗАВЕТИНО;87;нет;нет;;;ВЛ10;1022;1 категория;Экипажная часть и механическое оборудование локомотива  МВПС;Бандаж колесной пары локомотива  МВПС;11677299;21.02.2021 06:13;Неисправность бандажа колесной пары локомотива  МВПС;Колесная пара локомотива  МВПС;грузовое;электровозы;2;21.02.2021;21
расследован;ОЛЕНЕГОРСК;69;нет;нет;;;3ЭС5К;844;3 категория;Приборы безопасности и радиосвязь локомотива  МВПС;Блок электроники локомотивный БЭЛ-У комплексного локомотивного устройства безопасности унифицированного;11677300;21.02.2021 05:20;Неисправность блока электроники локомотивного БЭЛ-У комплексного локомотивного устройства безопасности унифицированного;Комплексное локомотивное устройство безопасности унифицированное (КЛУБ-У);грузовое;электровозы;2;21.02.2021;21
расследован;БАБАЕВО;40;нет;есть;;;ВЛ10У;716;3 категория;Тормозное и пневматическое оборудование локомотива  МВПС;Уравнительный поршень крана машиниста;11677303;21.02.2021 06:12;Неисправность уравнительного поршня крана машиниста;Кран машиниста;грузовое;электровозы;2;21.02.2021;21
расследован;СПБ-СОРТ-МОСК;14;нет;нет;;;3ЭС4К;;3 категория;Приборы безопасности и радиосвязь локомотива  МВПС;Радиостанция РВС-1;11677304;21.02.2021 07:02;Радиостанция РВС-1;Радиосвязь на локомотиве  МВПС;грузовое;электровозы;2;21.02.2021;21
расследован;КУРКОВО;5;нет;есть;;;М62;1715;3 категория;Вспомогательные электрические машины локомотива  МВПС;Обмотка возбуждения электродвигателя постоянного тока;11677688;21.02.2021 13:52;Неисправность обмотки возбуждения электродвигателя постоянного тока;Электродвигатель постоянного тока;хозяйственное;тепловозы;2;21.02.2021;21
расследован;КУПЧИНСКАЯ;109;нет;есть;;;2ЭС4К;33;1 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Пневматический привод токоприемника;11677705;21.02.2021 13:35;Неисправность пневматического привода токоприемника;Токоприемник;грузовое;электровозы;2;21.02.2021;21
