Статус оповещения;Перегон;Продолжительность;Признак вины сторонней организации;Признак вины сервисной организации;Предприятие сторон. организаций;Предприятие сервис. организаций;Серия отказавшего локомотива;Бортовой номер отказавшего локомотива;Категория отказа;ОТС 1 уровня;ОТС 3 уровня;ID отказа;Начало отказа;Группа причин;ОТС 2 уровня;Вид следования отказавшего локомотива;теп / эле;месяц;дат;ден
расследован;БАБАЕВО;14;есть;нет;без клейма;;3ЭС4К;52;3 категория;Тормозное и пневматическое оборудование локомотива  МВПС;Стабилизатор крана машиниста;11884341;04.07.2021 19:48;Неисправность стабилизатора крана машиниста;Кран машиниста;грузовое;электровозы;7;04.07.2021;4
расследован;ЛУГА I;376;есть;нет;без клейма;;2ТЭ116;1717;1 категория;Экипажная часть и механическое оборудование локомотива  МВПС;Моторно-осевой подшипник подвески тягового двигателя;11884342;04.07.2021 11:35;Неисправность моторно-осевого подшипника подвески тягового двигателя;Подвеска тягового двигателя;грузовое;тепловозы;7;04.07.2021;4
расследован;ТЕШЕМЛЯ;201;нет;есть;;;ВЛ10У;919;1 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Изоляционный рычаг электромагнитного контактора вспомогательных цепей и цепей управления;11884366;03.07.2021 15:14;Неисправность изоляционного рычага электромагнитного контактора вспомогательных цепей и цепей управления;Контактор электромагнитный вспомогательных цепей и цепей управления;грузовое;электровозы;7;03.07.2021;3
расследован;СВИРЬ;42;есть;нет;без клейма;;3ЭС4К;74;2 категория;Тормозное и пневматическое оборудование локомотива  МВПС;Золотник крана машиниста;11884441;04.07.2021 20:13;Неисправность золотника крана машиниста;Кран машиниста;грузовое;электровозы;7;04.07.2021;4
расследован;МАЕВО-ЗАБЕЛЬЕ;23;есть;нет;без клейма;;2ТЭ25КМ;340;2 категория;Приборы безопасности и радиосвязь локомотива  МВПС;Блок электроники локомотивный БЭЛ-У комплексного локомотивного устройства безопасности унифицированного;11884767;05.07.2021 06:00;Неисправность блока электроники локомотивного БЭЛ-У комплексного локомотивного устройства безопасности унифицированного;Комплексное локомотивное устройство безопасности унифицированное (КЛУБ-У);грузовое;тепловозы;7;05.07.2021;5
расследован;ШУШАРЫ;14;нет;нет;;;2ЭС4К;17;3 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Аккумуляторная батарея;11885521;05.07.2021 12:20;Неисправность аккумуляторной батареи;Аккумулятор;грузовое;электровозы;7;05.07.2021;5
расследован;ВОЙСКОВИЦЫ-ЕЛИЗАВЕТИНО;71;нет;есть;;;ВЛ10;1022;1 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Аккумуляторная батарея;11885620;05.07.2021 12:59;Неисправность аккумуляторной батареи;Аккумулятор;грузовое;электровозы;7;05.07.2021;5
расследован;РУЧЬИ;28;нет;есть;;;ЧМЭ3Т;7184;3 категория;Дизель и дизельное оборудование локомотива  МВПС;Блок цилиндра дизеля;11885710;05.07.2021 14:32;Неисправность блока цилиндров дизеля;Остов дизеля;маневровое;тепловозы;7;05.07.2021;5
расследован;САБЛИНО-ТОСНО;91;есть;нет;без клейма;;ЭП2К;178;1 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Катушка электромагнитного вентиля броневого типа;11885851;05.07.2021 14:25;Неисправность катушки электромагнитного вентиля броневого типа;Электромагнитный вентиль броневого типа;пассажирское;электровозы;7;05.07.2021;5
расследован;ПРОХОРОВКА;7;нет;есть;;;ЭП2К;224;2 категория;Системы автоматического управления режимами тяги и торможения  электронное оборудование локомотива;Микропроцессорная система управления регулирования и диагностики (МПСУ);11885880;26.06.2021 12:31;Неисправность блока МПСУ;Микропроцессорная система управления регулирования и диагностики (МПСУ);пассажирское;электровозы;6;26.06.2021;26
расследован;БАБАЕВО;13;нет;есть;;;ВЛ80С;1718;3 категория;Тормозное и пневматическое оборудование локомотива  МВПС;Редуктор крана машиниста;11886091;05.07.2021 17:02;Неисправность редуктора крана машиниста;Кран машиниста;грузовое;электровозы;7;05.07.2021;5
расследован;ПАША;86;нет;есть;;;ВЛ10У;229;1 категория;Экипажная часть и механическое оборудование локомотива  МВПС;Корпус буксы локомотива  МВПС;11886228;05.07.2021 20:57;Неисправность корпуса буксы локомотива  МВПС;Буксовый узел локомотива  МВПС;грузовое;электровозы;7;05.07.2021;5
расследован;АПАТИТЫ;39;есть;нет;без клейма;;2ЭС5К;385;1 категория;Тормозное и пневматическое оборудование локомотива  МВПС;Золотник крана машиниста;11886318;06.07.2021 00:20;Неисправность золотника крана машиниста;Кран машиниста;грузовое;электровозы;7;06.07.2021;6
расследован;БАБАЕВО;12;нет;есть;;;2ЭС4К;32;1 категория;Тормозное и пневматическое оборудование локомотива  МВПС;Воздухопровод тормозной магистрали;11886592;06.07.2021 05:29;Неисправность воздухопровода тормозной магистрали;Тормозная магистраль;грузовое;электровозы;7;06.07.2021;6
расследован;БОЛОГОЕ-МОСК;13;нет;есть;;;ДМ62;1842;3 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Силовые контакты электромагнитного контактора вспомогательных цепей и цепей управления;11886688;06.07.2021 02:50;Неисправность силовых контактов электромагнитного контактора вспомогательных цепей и цепей управления;Контактор электромагнитный вспомогательных цепей и цепей управления;передаточно-вывозное;тепловозы;7;06.07.2021;6
расследован;БОЛОГОЕ-МОСК;120;нет;есть;;;ТЭМ18ДМ;1009;3 категория;Дизель и дизельное оборудование локомотива  МВПС;Подшипник качения масляного насоса;11886975;06.07.2021 08:00;Неисправность подшипника качения масляного насоса;Масляный насос;передаточно-вывозное;тепловозы;7;06.07.2021;6
расследован;СВИРЬ;15;нет;есть;;;2ЭС4К;111;2 категория;Тормозное и пневматическое оборудование локомотива  МВПС;Золотник крана машиниста;11887194;06.07.2021 09:20;Неисправность золотника крана машиниста;Кран машиниста;грузовое;электровозы;7;06.07.2021;6
расследован;СВИРЬ;420;нет;есть;;;ВЛ10У;769;1 категория;Экипажная часть и механическое оборудование локомотива  МВПС;Корпус тягового редуктора;11887790;06.07.2021 09:00;Неисправность корпуса тягового редуктора;Тяговый редуктор;грузовое;электровозы;7;06.07.2021;6
расследован;БАБАЕВО;9;нет;есть;;;2ЭС4К;35;1 категория;Тормозное и пневматическое оборудование локомотива  МВПС;Золотник крана машиниста;11888371;06.07.2021 15:26;Неисправность золотника крана машиниста;Кран машиниста;грузовое;электровозы;7;06.07.2021;6
расследован;БЛАГОВЕЩЕНСКОЕ-ШАХОВСКАЯ;77;нет;есть;;;2ТЭ116;540;1 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Провода  кабели силовых цепей;11888776;06.07.2021 15:48;Неисправность проводов  кабелей силовых цепей;Провода  кабели силовых цепей;грузовое;тепловозы;7;06.07.2021;6
расследован;ГАТЧИНА-Т-БАЛТ;280;нет;есть;;;3ЭС4К;31;1 категория;Тормозное и пневматическое оборудование локомотива  МВПС;Золотник крана машиниста;11888871;06.07.2021 20:00;Неисправность золотника крана машиниста;Кран машиниста;грузовое;электровозы;7;06.07.2021;6
расследован;ЯНДЕБА-ПОДПОРОЖЬЕ;154;нет;есть;;;ТЭМ2;2902;2 категория;Дизель и дизельное оборудование локомотива  МВПС;Поршневые кольца дизеля;11888909;06.07.2021 23:16;Неисправность поршневого кольца дизеля;Поршневая группа дизеля;передаточно-вывозное;тепловозы;7;06.07.2021;6
расследован;БП 791 КМ;21;есть;нет;без клейма;;ЭП1;53;2 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Катушка реле тока;11888962;07.07.2021 02:34;Неисправность катушки реле тока;Реле тока;пассажирское;электровозы;7;07.07.2021;7
расследован;БАБАЕВО;13;нет;есть;;;ВЛ10;1472;3 категория;Тормозное и пневматическое оборудование локомотива  МВПС;Золотник крана машиниста;11889069;07.07.2021 04:10;Неисправность золотника крана машиниста;Кран машиниста;грузовое;электровозы;7;07.07.2021;7
расследован;АВТОВО;124;есть;нет;без клейма;;2ТЭ116У;189;1 категория;Тормозное и пневматическое оборудование локомотива  МВПС;Корпус поездного компрессора;11889096;07.07.2021 02:56;Неисправность корпуса поездного компрессора;Компрессор поездной;грузовое;тепловозы;7;07.07.2021;7
расследован;СВИРЬ;476;нет;есть;;;3ЭС4К;3;3 категория;Тормозное и пневматическое оборудование локомотива  МВПС;Резиновые уплотнения крана машиниста;11889215;07.07.2021 05:42;Неисправность резинового уплотнения крана машиниста;Кран машиниста;грузовое;электровозы;7;07.07.2021;7
расследован;ГОРУШКИ-НЕВ-НЕВЕЛЬ II;131;нет;есть;;;2ТЭ116;1739;1 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Провода  кабели силовых цепей;11889244;07.07.2021 05:04;Неисправность проводов  кабелей силовых цепей;Провода  кабели силовых цепей;грузовое;тепловозы;7;07.07.2021;7
расследован;ПИКАЛЕВО II;46;нет;есть;;;ВЛ10У;699;1 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Пневматический привод токоприемника;11889766;07.07.2021 09:14;Неисправность пневматического привода токоприемника;Токоприемник;грузовое;электровозы;7;07.07.2021;7
расследован;БАБАЕВО;14;нет;есть;;;ВЛ15С;32;3 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Дугогасительная камера электропневматического контактора силовой цепи;11889971;07.07.2021 11:24;Неисправность дугогасительной камеры электропневматического контактора силовой цепи;Контактор электропневматический силовой цепи;грузовое;электровозы;7;07.07.2021;7
расследован;КАННЕЛЬЯРВИ;18;нет;есть;;;2ЭС4К;97;1 категория;Тяговые электрические машины локомотива  МВПС;Щеточный аппарат тягового двигателя постоянного тока;11890136;07.07.2021 11:46;Неисправность щеточного аппарата тягового двигателя постоянного тока;Тяговый двигатель постоянного тока;грузовое;электровозы;7;07.07.2021;7
расследован;ВАЛДАЙ-ДВОРЕЦ;20;есть;нет;без клейма;;2ТЭ116;567;1 категория;Тормозное и пневматическое оборудование локомотива  МВПС;Корпус поездного компрессора;11890863;07.07.2021 14:36;Неисправность корпуса поездного компрессора;Компрессор поездной;грузовое;тепловозы;7;07.07.2021;7
расследован;ФРЕЗЕРНЫЙ;92;нет;есть;;;ВЛ10У;908;1 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Притирающая пружина электромагнитного контактора силовой цепи;11891118;07.07.2021 14:52;Неисправность притирающей пружины электромагнитного контактора силовой цепи;Контактор электромагнитный силовой цепи;грузовое;электровозы;7;07.07.2021;7
расследован;НЕВДУБСТРОЙ;165;нет;нет;;;ЧМЭ3Т;7292;3 категория;Тормозное и пневматическое оборудование локомотива  МВПС;Редуктор крана машиниста;11891248;07.07.2021 04:45;Неисправность редуктора крана машиниста;Кран машиниста;передаточно-вывозное;тепловозы;7;07.07.2021;7
расследован;СВИРЬ;14;нет;есть;;;3ЭС4К;19;3 категория;Тормозное и пневматическое оборудование локомотива  МВПС;Золотник крана машиниста;11891284;07.07.2021 16:30;Неисправность золотника крана машиниста;Кран машиниста;грузовое;электровозы;7;07.07.2021;7
расследован;КУШЕЛЕВКА;15;нет;нет;;;ЧМЭ3Т;7283;3 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Пружина реле контроля земли;11891285;07.07.2021 02:20;Неисправность пружины реле контроля земли;Реле контроля земли;маневровое;тепловозы;7;07.07.2021;7
расследован;ВОЙСКОВИЦЫ;86;нет;есть;;;ВЛ10У;123;1 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Силовые контакты электромагнитного контактора силовой цепи;11891402;07.07.2021 19:40;Неисправность силовых контактов электромагнитного контактора силовой цепи;Контактор электромагнитный силовой цепи;грузовое;электровозы;7;07.07.2021;7
расследован;ЛУГА I;7;есть;нет;без клейма;;2ТЭ25КМ;55;3 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Провода  кабели силовых цепей;11891534;07.07.2021 21:37;Неисправность проводов  кабелей силовых цепей;Провода  кабели силовых цепей;грузовое;тепловозы;7;07.07.2021;7
расследован;БАБАЕВО;30;нет;нет;;;ВЛ15;35;3 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Аккумуляторная батарея;11891633;08.07.2021 01:12;Неисправность аккумуляторной батареи;Аккумулятор;грузовое;электровозы;7;08.07.2021;8
расследован;БАБАЕВО;7;нет;есть;;;ВЛ15;40;3 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Провода  кабели низковольтных цепей и цепей управления;11891696;08.07.2021 02:41;Неисправность провода  кабеля низковольтных цепей и цепей управления;Провода  кабели низковольтных цепей и цепей управления;грузовое;электровозы;7;08.07.2021;8
расследован;БЕЛОЕ МОРЕ-КАНДАЛАКША;53;нет;есть;;;ЭП1;101;1 категория;Тяговые электрические машины локомотива  МВПС;Щеточный аппарат тягового двигателя пульсирующего тока;11891731;08.07.2021 03:52;Неисправность щеточного аппарата тягового двигателя пульсирующего тока;Тяговый двигатель пульсирующего тока;пассажирское;электровозы;7;08.07.2021;8
расследован;КИКЕРИНО;99;нет;есть;;;3ЭС4К;20;3 категория;Системы автоматического управления режимами тяги и торможения  электронное оборудование локомотива;Бесконтактный регулятор напряжения;11891745;08.07.2021 02:48;Неисправность бесконтактного регулятора напряжения;Бесконтактный регулятор напряжения;грузовое;электровозы;7;08.07.2021;8
расследован;КОВДОР;50;нет;есть;;;2ТЭ116У;117;3 категория;Тормозное и пневматическое оборудование локомотива  МВПС;Золотник крана машиниста;11891762;08.07.2021 00:40;Неисправность золотника крана машиниста;Кран машиниста;грузовое;тепловозы;7;08.07.2021;8
расследован;БОЛОГОЕ-МОСК;64;нет;есть;;;2ТЭ116У;142;1 категория;Дизель и дизельное оборудование локомотива  МВПС;Пружина форсунки топливной системы;11891807;08.07.2021 05:10;Неисправность пружины форсунки топливной системы;Форсунка топливной системы;грузовое;тепловозы;7;08.07.2021;8
расследован;ВЕЙМАРН;4;нет;есть;;;2ТЭ116У;54;3 категория;Тормозное и пневматическое оборудование локомотива  МВПС;Золотник крана машиниста;11891808;08.07.2021 06:08;Неисправность золотника крана машиниста;Кран машиниста;грузовое;тепловозы;7;08.07.2021;8
расследован;СПБ-СОРТ-МОСК;11;нет;есть;;;ВЛ15С;32;3 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Провода  кабели силовых цепей;11891833;08.07.2021 05:30;Неисправность проводов  кабелей силовых цепей;Провода  кабели силовых цепей;грузовое;электровозы;7;08.07.2021;8
расследован;ЗЕМЦЫ;112;есть;нет;без клейма;;2ТЭ25КМ;131;1 категория;Дизель и дизельное оборудование локомотива  МВПС;Трубка водомасляного теплообменника;11891870;07.07.2021 07:59;Неисправность трубки водомасляного теплообменника;Водомасляный теплообменник;грузовое;тепловозы;7;07.07.2021;7
расследован;СВИРЬ;76;нет;есть;;;2ЭС4К;18;1 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Реверсивно-режимный вал контроллера машиниста;11892146;08.07.2021 09:25;Неисправность реверсивно-режимного вала контроллера машиниста;Контроллер машиниста;грузовое;электровозы;7;08.07.2021;8
расследован;ПСКОВ-ТОВ;2;нет;есть;;;2ТЭ116;1540;3 категория;Тяговые электрические машины локомотива  МВПС;Щеточный аппарат тягового двигателя постоянного тока;11892386;08.07.2021 11:30;Неисправность щеточного аппарата тягового двигателя постоянного тока;Тяговый двигатель постоянного тока;грузовое;тепловозы;7;08.07.2021;8
расследован;ВОЛОСОВО;131;нет;есть;;;3ЭС4К;9;1 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Провода  кабели силовых цепей;11892873;08.07.2021 12:22;Неисправность проводов  кабелей силовых цепей;Провода  кабели силовых цепей;грузовое;электровозы;7;08.07.2021;8
расследован;ТЕШЕМЛЯ-БАБАЕВО;151;нет;есть;;;2ЭС4К;21;1 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Силовые контакты электропневматического контактора силовой цепи;11892978;08.07.2021 03:50;Неисправность силовых контакторов электропневматического контактора силовой цепи;Контактор электропневматический силовой цепи;грузовое;электровозы;7;08.07.2021;8
расследован;ЧАГОДА;720;нет;нет;;;ДМ62;1783;3 категория;Экипажная часть и механическое оборудование локомотива  МВПС;Обшивка корпуса кузова локомотива  МВПС;11892980;08.07.2021 08:00;Неисправность обшивки корпуса кузова локомотива  МВПС;Корпус кузова локомотива  МВПС;маневровое;тепловозы;7;08.07.2021;8
расследован;АРДАШИ-ЗУЕВКА;137;есть;нет;без клейма;;2ЭС7;1;1 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Разъединитель главного выключателя;11893114;03.07.2021 20:43;Неисправность контактов разъединителя главного выключателя;Главный выключатель;грузовое;электровозы;7;03.07.2021;3
расследован;СЕМРИНО-ВЫРИЦА;14;нет;есть;;;2М62;828;3 категория;Экипажная часть и механическое оборудование локомотива  МВПС;Стакан буксового узла локомотива  МВПС;11893329;08.07.2021 17:30;Неисправность стакана буксового узла локомотива  МВПС;Буксовый узел локомотива  МВПС;хозяйственное;тепловозы;7;08.07.2021;8
расследован;ВЕЙМАРН;202;нет;есть;;;2ТЭ116У;237;3 категория;Системы автоматического управления режимами тяги и торможения  электронное оборудование локомотива;Бесконтактный регулятор напряжения;11893348;08.07.2021 17:30;Неисправность бесконтактного регулятора напряжения;Бесконтактный регулятор напряжения;грузовое;тепловозы;7;08.07.2021;8
расследован;ХЕЛЮЛЯ;61;нет;есть;;;2М62;;1 категория;Тяговые электрические машины локомотива  МВПС;Якорь тягового генератора постоянного тока;11893769;09.07.2021 04:20;Неисправность тягового якоря генератора постоянного тока;Тяговый генератор постоянного тока;грузовое;тепловозы;7;09.07.2021;9
расследован;БУДОГОЩЬ;14;нет;есть;;;2ЭС4К;24;3 категория;Тормозное и пневматическое оборудование локомотива  МВПС;Корпус крана машиниста;11893823;09.07.2021 03:40;Неисправность корпуса крана машиниста;Кран машиниста;грузовое;электровозы;7;09.07.2021;9
расследован;БАБАЕВО;14;есть;нет;без клейма;;2ЭС5К;413;2 категория;Тормозное и пневматическое оборудование локомотива  МВПС;Пружина пневматической блокировки;11893854;08.07.2021 20:01;Неисправность пружины пневматической блокировки;Пневматическая блокировка;грузовое;электровозы;7;08.07.2021;8
расследован;ВЕЙМАРН;14;нет;есть;;;2ТЭ116У;80;3 категория;Системы автоматического управления режимами тяги и торможения  электронное оборудование локомотива;Бесконтактный регулятор напряжения;11893906;09.07.2021 07:10;Неисправность бесконтактного регулятора напряжения;Бесконтактный регулятор напряжения;грузовое;тепловозы;7;09.07.2021;9
расследован;БЕЛОЕ МОРЕ-КАНДАЛАКША;47;есть;нет;без клейма;;ТЭМ2;7201;2 категория;Экипажная часть и механическое оборудование локомотива  МВПС;Стопорная планка буксовой гайки локомотива  МВПС;11893980;09.07.2021 07:42;Неисправность стопорной планки буксовой гайки локомотива  МВПС;Буксовый узел локомотива  МВПС;хозяйственное;тепловозы;7;09.07.2021;9
расследован;БАБАЕВО;13;нет;есть;;;ВЛ10У;757;3 категория;Тормозное и пневматическое оборудование локомотива  МВПС;Пружина реле давления;11894489;09.07.2021 12:30;Неисправность пружины реле давления;Реле давления;грузовое;электровозы;7;09.07.2021;9
расследован;ПИКАЛЕВО II;137;нет;есть;;;ВЛ10У;898;1 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Плавкая вставка предохранителя  панели предохранителей;11894533;09.07.2021 12:12;Неисправность плавкой вставки предохранителя  панели предохранителей;Плавкий предохранитель  панель предохранителей;грузовое;электровозы;7;09.07.2021;9
расследован;ЦВЫЛЕВО-ТИХВИН;14;есть;нет;без клейма;;ВЛ10У;762;2 категория;Приборы безопасности и радиосвязь локомотива  МВПС;Блок электроники локомотивный БЭЛ-У комплексного локомотивного устройства безопасности унифицированного;11894637;09.07.2021 13:13;Неисправность блока электроники локомотивного БЭЛ-У комплексного локомотивного устройства безопасности унифицированного;Комплексное локомотивное устройство безопасности унифицированное (КЛУБ-У);грузовое;электровозы;7;09.07.2021;9
расследован;АФРИКАНДА-БП 1256 КМ;5;есть;нет;без клейма;;ТЭМ2;7201;3 категория;Экипажная часть и механическое оборудование локомотива  МВПС;Стопорная планка буксовой гайки локомотива  МВПС;11894882;09.07.2021 15:57;Неисправность стопорной планки буксовой гайки локомотива  МВПС;Буксовый узел локомотива  МВПС;хозяйственное;тепловозы;7;09.07.2021;9
расследован;БП 1256 КМ;43;есть;нет;без клейма;;ТЭМ2;7201;1 категория;Экипажная часть и механическое оборудование локомотива  МВПС;Стопорная планка буксовой гайки локомотива  МВПС;11894986;09.07.2021 15:59;Неисправность стопорной планки буксовой гайки локомотива  МВПС;Буксовый узел локомотива  МВПС;хозяйственное;тепловозы;7;09.07.2021;9
расследован;ВЕЙМАРН;35;нет;нет;;;ВЛ10;1588;3 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Провода  кабели силовых цепей;11895046;09.07.2021 17:19;Неисправность проводов  кабелей силовых цепей;Провода  кабели силовых цепей;грузовое;электровозы;7;09.07.2021;9
расследован;БАБАЕВО;12;нет;есть;;;ВЛ10У;898;3 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Пружина реле напряжения;11895060;09.07.2021 18:14;Неисправность пружины реле напряжения;Реле напряжения;грузовое;электровозы;7;09.07.2021;9
расследован;АМБАРНЫЙ;390;нет;есть;;;2М62;1109;3 категория;Дизель и дизельное оборудование локомотива  МВПС;Крышка цилиндра дизеля;11895079;09.07.2021 13:30;Неисправность крышки цилиндров дизеля;Остов дизеля;хозяйственное;тепловозы;7;09.07.2021;9
расследован;ТОЛМАЧЕВО;1;есть;нет;без клейма;;2ТЭ25КМ;55;3 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Провода  кабели низковольтных цепей и цепей управления;11895098;09.07.2021 18:36;Неисправность провода  кабеля низковольтных цепей и цепей управления;Провода  кабели низковольтных цепей и цепей управления;грузовое;тепловозы;7;09.07.2021;9
расследован;СВИРЬ;14;есть;нет;без клейма;;3ЭС4К;66;3 категория;Тормозное и пневматическое оборудование локомотива  МВПС;Корпус крана машиниста;11895456;10.07.2021 06:20;Неисправность корпуса крана машиниста;Кран машиниста;грузовое;электровозы;7;10.07.2021;10
расследован;МГА-ВОЙТОЛОВКА;46;есть;нет;без клейма;;2ЭС4К;143;2 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Главные контакты быстродействующего выключателя;11895675;10.07.2021 11:57;Неисправность главных контактов быстродействующего выключателя;Быстродействующий выключатель;пассажирское;электровозы;7;10.07.2021;10
расследован;ГАВРИЛОВО-ВЕРХНЕЧЕРКАС;14;нет;есть;;;2М62;828;3 категория;Экипажная часть и механическое оборудование локомотива  МВПС;Стакан буксового узла локомотива  МВПС;11895817;10.07.2021 15:56;Неисправность стакана буксового узла локомотива  МВПС;Буксовый узел локомотива  МВПС;хозяйственное;тепловозы;7;10.07.2021;10
расследован;СПБ-ГЛАВНЫЙ;14;нет;нет;;;ЭП2К;189;2 категория;Экипажная часть и механическое оборудование локомотива  МВПС;Замкодержатель автосцепки локомотива  МВПС;11895913;10.07.2021 17:45;Неисправность замкодержателя автосцепки локомотива  МВПС;Автосцепка локомотива  МВПС;пассажирское;электровозы;7;10.07.2021;10
расследован;ВЕЙМАРН;720;есть;нет;без клейма;;ЧМЭ3Т;5488;3 категория;Тормозное и пневматическое оборудование локомотива  МВПС;Цилиндр высокого давления поездного компрессора;11895990;10.07.2021 20:00;Неисправность цилиндра высокого давления;Компрессор поездной;хозяйственное;тепловозы;7;10.07.2021;10
расследован;ОЛЕНЕГОРСК;10;есть;нет;без клейма;;2ЭС5К;398;3 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Контактор кулачковый контроллера машиниста;11896010;10.07.2021 21:30;Неисправность контактора кулачкового контроллера машиниста;Контроллер машиниста;грузовое;электровозы;7;10.07.2021;10
расследован;ТИХВИН-БОЛЬШОЙ ДВОР;19;нет;есть;;;ВЛ10;1868;2 категория;Тяговые электрические машины локомотива  МВПС;Якорь тягового двигателя постоянного тока;11896015;10.07.2021 22:04;Неисправность якоря тягового двигателя постоянного тока;Тяговый двигатель постоянного тока;грузовое;электровозы;7;10.07.2021;10
расследован;ИМАТОЗЕРО;480;нет;есть;;;3М62У;;1 категория;Дизель и дизельное оборудование локомотива  МВПС;Распределительный вал газораспределительного механизма дизеля;11896024;08.07.2021 04:00;Неисправность распределительного вала газораспределительного механизма дизеля;Газораспределительный механизм дизеля;грузовое;тепловозы;7;08.07.2021;8
расследован;СВИРЬ;14;нет;есть;;;3ЭС4К;15;3 категория;Тормозное и пневматическое оборудование локомотива  МВПС;Золотник крана машиниста;11896093;11.07.2021 02:10;Неисправность золотника крана машиниста;Кран машиниста;грузовое;электровозы;7;11.07.2021;11
расследован;ГАТЧИНА-Т-БАЛТ;285;нет;нет;;;ВЛ10У;762;1 категория;Приборы безопасности и радиосвязь локомотива  МВПС;Блок электроники локомотивный БЭЛ комплексного локомотивного устройства безопасности унифицированного;11896116;10.07.2021 22:58;Неисправность блока электроники локомотивного БЭЛ комплексного локомотивного устройства безопасности унифицированного;Комплексное локомотивное устройство безопасности унифицированное (КЛУБ-У);грузовое;электровозы;7;10.07.2021;10
расследован;ПОЛОНКА-ДНО;5;нет;есть;;;ТЭП70;317;2 категория;Экипажная часть и механическое оборудование локомотива  МВПС;Буксовый поводок локомотива  МВПС;11896189;11.07.2021 05:59;Неисправность буксового поводка локомотива  МВПС;Буксовый узел локомотива  МВПС;пассажирское;тепловозы;7;11.07.2021;11
расследован;БЕРЕЗКИ;400;нет;есть;;;2ТЭ116У;294;1 категория;Дизель и дизельное оборудование локомотива  МВПС;Фильтр грубой очистки масла;11896208;11.07.2021 01:20;Неисправность фильтра грубой очистки масла;Фильтры масляной системы;грузовое;тепловозы;7;11.07.2021;11
расследован;ДНО;5;нет;есть;;;2ТЭ116У;16;3 категория;Системы автоматического управления режимами тяги и торможения  электронное оборудование локомотива;Электронный блок микропроцессорной системы управления и диагностики (МСУД);11896248;10.07.2021 22:01;Неисправность МСУД;Микропроцессорная система управления и диагностики (МСУД);грузовое;тепловозы;7;10.07.2021;10
расследован;ЧУПА-ПОЛЯРН КРУГ;73;есть;нет;без клейма;;2ЭС5К;348;1 категория;Электрооборудование силовой цепи  вспомогательных цепей и цепей управления локомотива  МВПС;Включающая катушка главного выключателя;11896300;11.07.2021 07:50;Неисправность включающей катушки главного выключателя;Главный выключатель;грузовое;электровозы;7;11.07.2021;11
